46.807	46.3621	46.8351	46.8351	46.3411	47.2371	47.2371	46.469	47.1531	47.1531	46.9191	46.806	46.806	46.312	46.9071	47.009	47.009	46.7061	46.7061	46.6541	46.401	46.488	46.488	46.0161	46.234	46.234	46.217	46.217	45.8711	46.217	45.844	45.7521	45.7151	45.7151	45.691	45.847	45.8931	45.8931	45.9761	45.9761	46.005	46.9451	46.9451	46.5541	46.8151	46.8151	46.651	46.78	46.78	46.6581	46.567	47.1831	47.1831	47.748	47.748	47.2271	47.5541	47.5541	47.4641	47.6531	47.3921	47.088	47.0801	47.0801	46.895	46.7921	46.7921	46.6831	46.708	46.708	46.7351	46.7531	46.7721	46.7721	47.3811	47.644	47.644	48.0291	48.0291	47.87	47.838	47.838	47.817	48.0701	48.2301	48.2301	48.3971	48.3971	48.233	48.421	48.505	48.505	48.468	48.4771	48.4771	48.3621	48.441	48.441	48.321	48.321	
45.9241	46.3621	46.3621	45.9281	46.3411	46.3411	46.7661	46.7661	46.469	47.1531	46.6411	46.806	46.806	46.6781	46.9071	46.9071	46.89	46.89	46.7061	46.89	46.6991	46.401	46.588	46.588	46.0161	46.1331	46.217	46.217	46.01	46.01	45.844	45.8341	45.8341	45.7151	45.9031	45.9031	45.847	46.8601	46.8601	45.9761	47.166	47.166	46.9451	46.8811	46.8811	46.8151	46.8611	46.8611	46.78	47.051	47.1001	46.567	47.8661	47.8661	47.748	47.39	47.5541	47.5541	47.5811	47.5811	47.3921	47.2931	47.2931	47.0801	46.974	46.974	46.7921	46.8611	46.8611	46.708	46.8621	46.8621	46.7531	46.4141	47.3811	47.3811	48.0751	48.0751	48.0291	48.2161	48.103	47.838	48.3131	48.3131	48.0701	48.4131	48.4131	48.3971	48.421	48.421	48.4351	48.3771	48.468	48.468	48.3261	48.3621	48.3621	48.3	48.321	48.321	
45.9241	45.9241	45.9191	45.9281	45.9281	46.2271	46.7661	46.7661	47.045	47.045	47.093	46.6411	47.0851	47.0851	46.6781	46.9021	46.9021	46.89	46.672	46.672	46.6991	46.4041	46.588	46.588	46.4501	46.4501	46.1331	46.1591	46.1591	46.01	45.62	45.8341	45.8341	46.2471	46.2471	45.9031	46.0481	46.8601	46.8601	47.161	47.238	47.166	46.9611	46.9611	46.8811	46.9451	46.9451	46.8611	47.051	47.051	47.1001	47.3341	47.8661	47.8661	47.875	47.875	47.39	47.6531	47.6531	47.5811	47.285	47.2931	47.2931	47.244	47.244	46.974	47.0761	47.0761	46.8611	47.1881	46.9281	46.8621	47.1951	47.1951	46.4141	47.7671	48.0751	48.0751	48.1541	48.1541	48.103	48.312	48.3131	48.3131	48.411	48.4131	48.4131	48.3931	48.421	48.421	48.3201	48.3771	48.3771	48.3141	48.3261	48.3261	48.2731	48.3	48.3	48.321	
45.8861	46.104	46.104	45.9191	46.01	46.2271	46.2271	46.7791	47.045	47.045	47.093	46.993	47.0851	47.0851	46.926	46.926	46.9021	46.0891	46.672	46.672	46.618	46.618	46.4041	46.5541	46.5541	46.4501	46.4751	46.4751	46.1591	46.4751	45.8041	45.62	46.1781	46.2471	46.2471	46.526	46.526	46.0481	47.161	47.161	47.238	47.088	47.088	46.9611	47.046	47.046	46.9451	47.004	47.051	47.051	47.3411	47.3411	47.3341	47.358	47.875	47.875	47.37	47.6531	47.6531	48.5531	47.6061	47.285	47.2471	47.2471	47.244	47.1621	47.1621	47.0761	47	47	46.9281	47.2781	47.2781	47.1951	47.9351	47.9351	47.7671	48.2161	48.2161	48.1541	48.4281	48.4281	48.312	48.4641	48.4641	48.411	48.5281	48.5281	48.3931	48.6271	48.342	48.3201	48.3081	48.3141	48.3141	48.2581	48.2731	48.2731	48.2301	48.2301	
45.8761	46.104	46.104	45.9071	46.01	46.01	46.1621	46.7791	46.7791	47.045	46.7831	46.993	46.993	46.7991	46.926	46.926	46.7931	46.7931	46.0891	46.7931	46.618	46.618	46.5641	46.5641	46.5541	46.6061	46.6061	46.4751	46.269	46.269	45.8041	46.2941	46.2941	46.1781	46.254	46.526	46.526	47.1211	47.161	47.161	47.1991	47.1991	47.088	47.134	47.134	47.046	47.0851	47.0851	47.004	48.567	48.5021	47.3411	48.4551	48.4551	47.358	48.2581	48.2581	47.37	48.1281	48.1281	47.6061	47.2201	47.2471	47.2471	47.297	47.297	47.1621	47.1881	47.1881	47	47.276	47.2781	47.2781	47.8711	47.9351	47.9351	47.875	48.2161	48.2161	48.2631	48.4391	48.4281	48.494	48.494	48.4641	48.613	48.613	48.5281	48.609	48.609	48.342	48.3101	48.3101	48.3081	48.244	48.2581	48.2581	48.2471	48.2471	48.2301	
45.8771	45.8761	45.875	45.9071	45.9071	46.103	46.1621	46.1621	46.6471	46.6471	46.7831	46.7831	46.724	46.7991	46.7991	46.7061	46.7931	46.7931	46.5631	46.5631	46.5331	46.3261	46.5641	46.5641	46.6121	46.6121	46.6061	46.035	46.269	46.269	46.094	46.2941	46.2941	46.649	46.649	46.254	47.118	47.1211	47.1211	47.161	47.2821	47.1991	47.1311	47.134	47.134	48.2721	48.2721	47.0851	48.567	48.567	48.5021	48.577	48.577	48.4551	48.6051	48.6051	48.2581	48.5531	48.5531	48.1281	47.8821	47.8821	47.2201	47.437	47.437	47.297	47.245	47.245	47.1881	47.634	47.416	47.276	47.5391	47.8711	47.8711	48.1691	48.1691	47.875	48.217	48.217	48.4391	48.5601	48.5601	48.494	48.7001	48.7001	48.613	48.6271	48.6271	48.609	48.4241	48.4241	48.3101	48.2891	48.2891	48.244	48.254	48.254	48.2471	48.254	
45.8771	45.873	45.875	45.875	46.0071	46.103	46.103	46.5421	46.6471	46.6471	46.644	46.6111	46.724	46.724	46.4511	46.7061	46.7061	46.3131	46.5631	46.5631	46.551	46.551	46.3261	46.3031	46.6121	46.6121	46.144	46.144	46.035	46.269	46.094	46.094	46.7881	46.7881	46.649	46.827	47.118	47.118	47.0551	47.0551	47.2821	47.1641	47.1641	47.1311	47.2351	48.2721	48.2721	48.5161	48.567	48.567	48.749	48.749	48.577	48.458	48.6051	48.6051	47.426	48.5531	48.5531	48.6791	48.0021	47.8821	47.264	47.437	47.437	47.4821	47.4821	47.245	47.5081	47.5081	47.416	47.531	47.5391	47.5391	47.7921	48.1691	48.1691	48.2631	48.2631	48.217	48.1851	48.5601	48.5601	48.4761	48.7001	48.7001	48.718	48.718	48.6271	48.718	48.6111	48.4241	48.374	48.374	48.2891	48.2871	48.2871	48.254	48.2141	48.2141	
45.8771	45.8771	45.9351	45.9351	45.9351	46.1801	46.1801	46.1801	46.411	46.411	46.509	46.509	46.55	46.55	46.55	46.55	46.3721	46.3721	46.489	46.489	46.5131	46.5431	46.4901	46.4901	46.5031	46.005	46.005	46.2461	45.677	45.677	46.734	46.6731	46.6731	47.009	46.5441	46.5441	47.1061	46.946	46.946	47.1061	46.9291	46.9291	47.2421	47.2311	47.2311	47.8911	47.879	47.879	49.0171	49.0171	48.165	49.2091	48.222	48.222	49.2271	48.041	48.041	48.8401	48.6791	48.6791	48.6791	48.0751	48.0751	48.0751	47.587	47.587	47.8621	47.634	47.634	47.7841	47.5951	47.5951	48.0601	47.9851	47.9851	48.3291	48.3101	48.3101	48.535	48.535	48.5231	48.743	48.7051	48.7051	48.7881	48.7531	48.7531	48.7531	48.6311	48.6311	48.6311	48.4921	48.4921	48.4921	48.306	48.306	48.431	48.248	48.248	48.248	
45.8871	45.8771	45.9031	45.9351	45.9351	46.1281	46.1801	46.1801	46.411	46.411	46.509	46.509	46.4641	46.55	46.55	46.1411	46.3721	46.3721	46.489	46.489	46.5131	46.5031	46.5031	46.4901	46.067	46.067	46.005	46.2461	46.2461	45.677	46.734	46.734	46.6731	47.009	47.009	46.5441	47.1061	47.1061	46.946	47.1061	46.9291	46.9291	47.238	47.238	47.2311	47.8911	47.8911	47.879	49.0171	49.0171	48.165	48.6421	48.6421	48.222	48.7461	48.7461	48.041	47.806	48.6791	48.6791	48.0291	48.0751	48.0751	47.8621	47.8621	47.587	47.7841	47.7841	47.634	47.812	47.6741	47.5951	48.0601	48.0601	47.9851	48.311	48.311	48.3101	48.5341	48.5341	48.5231	48.728	48.728	48.7051	48.7881	48.7881	48.7531	48.6791	48.6791	48.6311	48.5681	48.5681	48.4921	48.3451	48.3451	48.306	48.2781	48.2781	48.248	48.2781	
45.8871	45.921	45.921	45.9031	46.0221	46.1281	46.1281	46.2581	46.411	46.411	46.4591	46.474	46.474	46.4641	46.363	46.363	46.1411	46.468	46.489	46.489	46.5431	46.5431	46.5031	46.353	46.353	46.067	45.5651	46.2461	46.2461	46.748	46.734	46.734	46.6681	47.009	47.009	46.87	47.1061	47.1061	46.7571	46.7571	46.832	47.2421	47.2421	47.238	47.3971	47.8911	47.8911	48.8351	49.0171	49.0171	49.2091	49.2091	48.6421	49.2271	49.2271	48.7461	48.8401	48.8401	47.806	48.8401	48.655	48.0291	48.0481	48.0481	47.8621	47.698	47.7841	47.7841	47.4401	47.4401	47.6741	47.791	48.0601	48.0601	48.3291	48.3291	48.311	48.535	48.535	48.5341	48.743	48.743	48.728	48.7791	48.7881	48.7881	48.718	48.718	48.6791	48.718	48.6111	48.5681	48.4701	48.4701	48.3451	48.431	48.431	48.2781	48.036	48.036	
