手工质心x	树顶x	手工质心y		树顶y		x差绝对值	y差绝对值		手工面积-算法面积	手工面积	算法面积	相对误差
378181	378181	4.41045e+06	4.41045e+06	0.214334 	0.31214		-1.78155	29.4385	31.22	0.0605176
378185	378185	4.41046e+06	4.41046e+06	0.021107 	0.37986		-4.52868	27.2413	31.77	0.166243
378186	378185	4.41046e+06	4.41046e+06	0.312421 	1.27123		-20.4309	11.3391	31.77	1.80181
378181	378182	4.41046e+06	4.41046e+06	0.453046 	0.61769		-5.01571	16.5643	21.58	0.302803
378187	378187	4.41047e+06	4.41047e+06	0.18314 	0.1881		-4.55799	29.332	33.89	0.155393
378190	378191	4.41046e+06	4.41046e+06	1.42934 	0.19311		5.63077	23.4908	17.86	0.239701
378179	378179	4.41046e+06	4.41046e+06	0.479608 	0.09981		-3.28379	10.4462	13.73	0.314353
378175	378175	4.41047e+06	4.41047e+06	0.141311 	0.28366		-4.50617	9.50383	14.01	0.474143
378179	378179	4.41047e+06	4.41047e+06	0.024014 	0.10509		-3.05782	17.9422	21	0.170426
378184	378184	4.41047e+06	4.41047e+06	0.004511 	0.16186		1.98034	16.1303	14.15	0.122771
378192	378192	4.41047e+06	4.41047e+06	0.264366 	0.05127		1.13027	26.4003	25.27	0.042813
378194	378195	4.41046e+06	4.41046e+06	1.36189 	0.34129		-3.05261	8.90739	11.96	0.342706
378192	378192	4.41047e+06	4.41047e+06	0.593987 	0.58231		-2.72627	16.5437	19.27	0.164792
378204	378204	4.41046e+06	4.41046e+06	0.128149 	0.07499		-0.103332	13.1567	13.26	0.00785394
378200	378200	4.41046e+06	4.41046e+06	0.314461 	0.18074		-5.88632	13.3037	19.19	0.442458
378197	378197	4.41046e+06	4.41046e+06	0.114315 	0.23969		5.35908	8.86908	3.51	0.604243
378195	378194	4.41046e+06	4.41046e+06	0.488856 	0.01859		-9.85941	26.6406	36.5	0.37009
378206	378207	4.41046e+06	4.41046e+06	1.04381 	0.62014		-15.9856	11.6544	27.64	1.37164
378202	378203	4.41046e+06	4.41046e+06	0.877821 	0.26573		-2.90238	28.8576	31.76	0.100576
378198	378197	4.41047e+06	4.41047e+06	1.14308 	1.19664		5.0455	38.6355	33.59	0.130592
378202	378203	4.41047e+06	4.41047e+06	1.29735 	0.25852		14.4748	26.3648	11.89	0.54902
378205	378205	4.41047e+06	4.41047e+06	0.236392 	0.87952		3.98558	25.2956	21.31	0.15756
378182	378182	4.41047e+06	4.41047e+06	0.102935 	0.36485		-2.49236	17.2276	19.72	0.144672
378179	378179	4.41047e+06	4.41047e+06	0.042028 	0.26491		-1.97514	7.75486	9.73	0.254698
378174	378174	4.41047e+06	4.41047e+06	0.277507 	0.57839		-0.425708	24.9143	25.34	0.0170869
378178	378178	4.41047e+06	4.41047e+06	0.07887 	0.12313		-0.841217	13.7888	14.63	0.0610073
378178	378178	4.41048e+06	4.41048e+06	0.083581 	0.50885		-7.04466	25.7553	32.8	0.273522
378195	378195	4.41047e+06	4.41047e+06	0.557318 	0.58197		7.4051	16.4651	9.06	0.449745
378192	378192	4.41047e+06	4.41047e+06	0.521705 	0.00933		2.49115	13.4412	10.95	0.185338
378192	378192	4.41048e+06	4.41048e+06	0.119401 	0.12419		-16.4985	24.6015	41.1	0.670627
378187	378187	4.41047e+06	4.41047e+06	0.298192 	0.57249		-4.95298	12.717	17.67	0.389476
378182	378183	4.41047e+06	4.41047e+06	0.338728 	0.49935		-1.14637	14.8936	16.04	0.0769701
378171	378171	4.41047e+06	4.41047e+06	0.203521 	0.63845		2.13252	13.3325	11.2	0.159948
378167	378167	4.41047e+06	4.41047e+06	0.341779 	0.1813		0.18155	18.7616	18.58	0.00967672
378162	378162	4.41047e+06	4.41047e+06	0.072661 	0.21679		-2.35749	19.8225	22.18	0.11893
378164	378165	4.41047e+06	4.41047e+06	0.105618 	0.28033		0.858088	10.4181	9.56	0.0823652
378168	378168	4.41047e+06	4.41047e+06	0.116099 	0.28362		-5.23961	12.9704	18.21	0.403967
378168	378167	4.41047e+06	4.41047e+06	0.579406 	0.33742		-1.5866	9.1034	10.69	0.174286
378164	378165	4.41047e+06	4.41047e+06	0.429279 	0.05819		0.161768	14.4618	14.3	0.0111859
378161	378162	4.41047e+06	4.41047e+06	0.076598 	0.24526		-4.58802	11.802	16.39	0.38875
378158	378159	4.41047e+06	4.41047e+06	0.534017 	0.15713		-3.31204	16.918	20.23	0.195771
378161	378161	4.41048e+06	4.41048e+06	0.040738 	0.32599		2.7205	13.6005	10.88	0.200029
378157	378157	4.41048e+06	4.41048e+06	0.231467 	0.10659		-5.55408	13.9659	19.52	0.397688
378171	378171	4.41048e+06	4.41048e+06	0.124764 	0.73075		-3.96245	20.4876	24.45	0.193408
378157	378158	4.41047e+06	4.41047e+06	0.248863 	0.62374		3.71202	30.592	26.88	0.121339
378150	378151	4.41046e+06	4.41046e+06	0.496297 	0.0689		-3.1053	14.0347	17.14	0.221259
378147	378147	4.41046e+06	4.41046e+06	0.410439 	0.33236		1.54937	10.2094	8.66	0.151759
378147	378148	4.41047e+06	4.41047e+06	0.700073 	0.55357		-0.13384	12.7462	12.88	0.0105004
378152	378152	4.41047e+06	4.41047e+06	0.035529 	0.11373		2.4078	20.0178	17.61	0.120283
378153	378153	4.41047e+06	4.41047e+06	0.560288 	1.18929		-0.923778	20.5262	21.45	0.0450048
378148	378149	4.41047e+06	4.41047e+06	0.107235 	1.18157		-7.07842	14.8116	21.89	0.477898
378153	378154	4.41048e+06	4.41048e+06	1.45172 	0.42129		-6.78698	39.453	46.24	0.172027
378144	378145	4.41048e+06	4.41048e+06	0.052143 	0.15733		-3.22738	15.4626	18.69	0.208721
378142	378143	4.41047e+06	4.41047e+06	0.821277 	0.39055		0.74172	12.9217	12.18	0.057401
378145	378144	4.41047e+06	4.41047e+06	0.889619 	0.10924		-10.1041	13.9659	24.07	0.723481
378141	378142	4.41047e+06	4.41047e+06	1.35886 	0.05841		-6.05034	25.2897	31.34	0.239242
378132	378132	4.41047e+06	4.41047e+06	0.229062 	0.18024		-5.87898	15.401	21.28	0.381727
378129	378129	4.41047e+06	4.41047e+06	0.420447 	0.17867		-13.4058	15.9342	29.34	0.841317
378133	378133	4.41046e+06	4.41046e+06	0.348003 	0.30131		0.262919	13.5029	13.24	0.0194713
378122	378122	4.41046e+06	4.41046e+06	0.0726 	0.28403		-3.64406	18.3259	21.97	0.198847
378123	378123	4.41045e+06	4.41045e+06	0.080875 	1.07677		20.5233	27.5033	6.98	0.746213
378132	378132	4.41045e+06	4.41045e+06	0.306842 	0.02589		2.13272	23.9527	21.82	0.0890388
378131	378131	4.41045e+06	4.41045e+06	0.399861 	0.02243		-3.89422	15.4258	19.32	0.252449
378134	378134	4.41044e+06	4.41044e+06	0.04366 	0.33297		0.690304	9.6003	8.91	0.0719044
378137	378136	4.41044e+06	4.41044e+06	1.47625 	1.30366		1.62082	7.69082	6.07	0.210747
378139	378139	4.41044e+06	4.41044e+06	0.247019 	0.32882		-9.00531	11.4547	20.46	0.786167
378140	378140	4.41043e+06	4.41043e+06	0.088464 	1.40777		17.0729	19.7929	2.72	0.862577
378137	378136	4.41043e+06	4.41043e+06	1.57995 	0.47339		-7.04181	18.9982	26.04	0.370657
378121	378122	4.41043e+06	4.41043e+06	1.0179 	0.13445		-1.67352	7.26648	8.94	0.230307
378117	378118	4.41043e+06	4.41043e+06	0.592598 	0.1004		-1.31787	14.1521	15.47	0.0931214
378119	378120	4.41042e+06	4.41042e+06	0.618786 	0.47142		-1.22116	12.3088	13.53	0.0992102
